,id,title,release_year,country,duration,language,certification,gross,budget
2783,2784,Charlie Wilson's War,2007,USA,102,English,R,66636385.0,75000000
2785,2786,Code Name: The Cleaner,2007,USA,91,English,PG-13,8104069.0,20000000
2786,2787,Control,2007,UK,122,English,R,871577.0,4500000
2787,2788,Daddy Day Camp,2007,USA,89,English,PG,13235267.0,6000000
2788,2789,Death at a Funeral,2007,USA,87,English,R,8579684.0,9000000
2789,2790,Death at a Funeral,2007,USA,87,English,R,8579684.0,9000000
2790,2791,Death Sentence,2007,USA,111,English,R,9525276.0,20000000
2791,2792,Diary of the Dead,2007,USA,95,English,R,952620.0,2000000
2792,2793,Disturbia,2007,USA,105,English,PG-13,80050171.0,20000000
2793,2794,Disturbia,2007,USA,105,English,PG-13,80050171.0,20000000
2794,2795,Dragon Wars: D-War,2007,South Korea,107,English,PG-13,10956379.0,35000000
2795,2796,Eastern Promises,2007,USA,96,English,R,17114882.0,25000000
2796,2797,Elite Squad,2007,Brazil,115,Portuguese,R,8060.0,4000000
2797,2798,Elizabeth: The Golden Age,2007,UK,114,English,PG-13,16264475.0,55000000
2798,2799,Enchanted,2007,USA,107,English,PG,127706877.0,85000000
2799,2800,Epic Movie,2007,USA,93,English,PG-13,39737645.0,20000000
2800,2801,Evan Almighty,2007,USA,96,English,PG,100289690.0,175000000
2801,2802,Fantastic 4: Rise of the Silver Surfer,2007,USA,92,English,PG,131920333.0,130000000
2802,2803,Finishing the Game: The Search for a New Bruce Lee,2007,USA,84,English,Not Rated,52850.0,500000
2803,2804,Freedom Writers,2007,Germany,123,English,PG-13,36581633.0,21000000
2804,2805,Funny Games,2007,USA,111,English,R,1294640.0,15000000
2806,2807,Georgia Rule,2007,USA,113,English,R,18882880.0,20000000
2807,2808,Ghost Rider,2007,USA,123,English,PG-13,115802596.0,110000000
2808,2809,Good Luck Chuck,2007,USA,101,English,R,35000629.0,25000000
2809,2810,Gracie,2007,USA,95,English,PG-13,2955039.0,9000000
2810,2811,Grindhouse,2007,USA,189,English,R,25031037.0,53000000
2811,2812,Hairspray,2007,USA,117,English,PG,118823091.0,75000000
2812,2813,Hannibal Rising,2007,UK,131,English,R,27667947.0,50000000
2813,2814,Harry Potter and the Order of the Phoenix,2007,UK,138,English,PG-13,292000866.0,150000000
2814,2815,Hitman,2007,France,94,English,R,39687528.0,24000000
2815,2816,Hostel: Part II,2007,USA,94,English,R,17544812.0,10000000
2816,2817,Hot Fuzz,2007,UK,121,English,R,23618786.0,8000000
2819,2820,I Am Legend,2007,USA,104,English,PG-13,256386216.0,150000000
2821,2822,I'm Not There.,2007,USA,135,English,R,4001121.0,20000000
2822,2823,In the Land of Women,2007,USA,97,English,PG-13,11043445.0,10000000
2823,2824,In the Name of the King: A Dungeon Siege Tale,2007,Germany,156,English,PG-13,4535117.0,60000000
2824,2825,In the Shadow of the Moon,2007,UK,100,English,PG,1134049.0,2000000
2826,2827,Into the Wild,2007,USA,148,English,R,18352454.0,15000000
2829,2830,Juno,2007,USA,96,English,PG-13,143492840.0,7500000
2830,2831,Juno,2007,USA,96,English,PG-13,143492840.0,7500000
2831,2832,Kiss the Bride,2007,USA,100,English,R,31937.0,500000
2832,2833,Knocked Up,2007,USA,133,English,R,148734225.0,30000000
2833,2834,Lars and the Real Girl,2007,USA,106,English,PG-13,5949693.0,12000000
2834,2835,License to Wed,2007,USA,91,English,PG-13,43792641.0,35000000
2835,2836,Lions for Lambs,2007,USA,92,English,R,14998070.0,35000000
2836,2837,Live Free or Die Hard,2007,USA,129,English,PG-13,134520804.0,110000000
2837,2838,Love in the Time of Cholera,2007,USA,139,English,R,4584886.0,45000000
2838,2839,Lucky You,2007,USA,124,English,PG-13,5755286.0,55000000
2839,2840,Married Life,2007,USA,91,English,PG-13,1506998.0,12000000
2840,2841,Martian Child,2007,USA,106,English,PG,7486906.0,27000000
2841,2842,Michael Clayton,2007,USA,119,English,R,49024969.0,25000000
2842,2843,Moli̬re,2007,France,120,French,PG-13,634277.0,16000000
2843,2844,Mongol: The Rise of Genghis Khan,2007,Russia,126,Mongolian,R,5701643.0,20000000
2844,2845,Mr. Bean's Holiday,2007,UK,90,English,PG,32553210.0,25000000
2846,2847,My Blueberry Nights,2007,Hong Kong,95,English,PG-13,866778.0,10000000
2847,2848,My Name Is Bruce,2007,USA,84,English,R,173066.0,1500000
2849,2850,Nancy Drew,2007,USA,99,English,PG,25584685.0,20000000
2850,2851,No Country for Old Men,2007,USA,122,English,R,74273505.0,25000000
2852,2853,No Reservations,2007,USA,104,English,PG,43097652.0,28000000
2853,2854,Ocean's Thirteen,2007,USA,122,English,PG-13,117144465.0,85000000
2854,2855,Once,2007,Ireland,85,English,R,9437933.0,180000
2855,2856,P.S. I Love You,2007,USA,126,English,PG-13,53680848.0,30000000
2856,2857,Paranormal Activity,2007,USA,84,English,R,107917283.0,15000
2858,2859,Persepolis,2007,France,89,French,PG-13,4443403.0,7300000
2859,2860,Pirates of the Caribbean: At World's End,2007,USA,169,English,PG-13,309404152.0,300000000
2860,2861,Premonition,2007,USA,96,English,PG-13,47852604.0,20000000
2862,2863,Ratatouille,2007,USA,111,English,G,206435493.0,150000000
2863,2864,Redacted,2007,USA,90,English,R,65087.0,5000000
2864,2865,Reign Over Me,2007,USA,124,English,R,19661987.0,20000000
2865,2866,Rendition,2007,USA,122,English,R,9664316.0,27500000
2866,2867,Reno 911!: Miami,2007,USA,84,English,R,20339754.0,10000000
2867,2868,Resident Evil: Extinction,2007,France,94,English,R,50648679.0,45000000
2868,2869,Resurrecting the Champ,2007,USA,112,English,PG-13,3169424.0,13000000
2871,2872,Rush Hour 3,2007,USA,91,English,PG-13,140080850.0,140000000
2872,2873,Savage Grace,2007,Spain,97,English,Not Rated,434417.0,4600000
2873,2874,Saw IV,2007,USA,96,English,R,63270259.0,10000000
2876,2877,Shooter,2007,USA,124,English,R,46975183.0,61000000
2878,2879,Shrek the Third,2007,USA,93,English,PG,320706665.0,160000000
2879,2880,Sicko,2007,USA,123,English,PG-13,24530513.0,9000000
2882,2883,Spider-Man 3,2007,USA,156,English,PG-13,336530303.0,258000000
2883,2884,Spider-Man 3,2007,USA,156,English,PG-13,336530303.0,258000000
2885,2886,Stardust,2007,UK,127,English,PG-13,38345403.0,70000000
2886,2887,Stomp the Yard,2007,USA,109,English,PG-13,61356221.0,14000000
2888,2889,Sunshine,2007,UK,107,English,R,3675072.0,26000000
2889,2890,Superbad,2007,USA,119,English,R,121463226.0,20000000
2890,2891,Surf's Up,2007,USA,85,English,PG,58867694.0,100000000
2891,2892,Sydney White,2007,USA,108,English,PG-13,11702090.0,16500000
2893,2894,Taxi to the Dark Side,2007,USA,53,English,R,274661.0,1000000
2895,2896,The Assassination of Jesse James by the Coward Robert Ford,2007,USA,160,English,R,3904982.0,30000000
2896,2897,The Bourne Ultimatum,2007,USA,115,English,PG-13,227137090.0,110000000
2897,2898,The Brothers Solomon,2007,USA,93,English,R,900926.0,10000000
2898,2899,The Bucket List,2007,USA,97,English,PG-13,93452056.0,45000000
2902,2903,The Game Plan,2007,USA,110,English,PG,90636983.0,22000000
2903,2904,The Golden Compass,2007,USA,113,English,PG-13,70083519.0,180000000
2904,2905,The Good Night,2007,USA,93,English,R,20380.0,15000000
2905,2906,The Great Debaters,2007,USA,126,English,PG-13,30226144.0,15000000
2906,2907,The Hammer,2007,USA,88,English,R,442638.0,850000
2907,2908,The Hills Have Eyes II,2007,USA,89,English,R,20801344.0,15000000
2908,2909,The Hunting Party,2007,USA,101,English,R,876671.0,25000000
2909,2910,The Invasion,2007,USA,99,English,PG-13,15071514.0,80000000
2910,2911,The Kingdom,2007,USA,110,English,R,47456450.0,70000000
2911,2912,The Kite Runner,2007,USA,128,Dari,PG-13,15797907.0,20000000
2912,2913,The Last Legion,2007,UK,102,English,PG-13,5932060.0,35000000
2913,2914,The Last Sin Eater,2007,USA,117,English,PG-13,379643.0,2200000
2914,2915,The Legend of God's Gun,2007,USA,78,English,R,243768.0,30000
2915,2916,The Life Before Her Eyes,2007,USA,90,English,R,303439.0,8000000
2916,2917,The Living Wake,2007,USA,91,English,PG-13,12055.0,500000
2918,2919,The Mist,2007,USA,126,English,R,25592632.0,18000000
2919,2920,The Number 23,2007,USA,98,English,R,35063732.0,32000000
2920,2921,The Orphanage,2007,Spain,105,Spanish,R,7159147.0,3400000
2921,2922,The Reaping,2007,USA,99,English,R,25117498.0,40000000
2923,2924,The Simpsons Movie,2007,USA,87,English,PG-13,183132370.0,75000000
2924,2925,The Ten,2007,USA,96,English,R,766487.0,5250000
2926,2927,The Warlords,2007,Hong Kong,113,Mandarin,R,128978.0,40000000
2927,2928,There Will Be Blood,2007,USA,158,English,R,40218903.0,25000000
2928,2929,Things We Lost in the Fire,2007,USA,118,English,R,2849142.0,16000000
2929,2930,This Christmas,2007,USA,117,English,PG-13,49121934.0,13000000
2931,2932,Timecrimes,2007,Spain,66,Spanish,R,38108.0,2600000
2933,2934,TMNT,2007,Hong Kong,87,English,PG,54132596.0,34000000
2934,2935,Trade,2007,Germany,120,English,R,214202.0,12000000
2935,2936,Transformers,2007,USA,144,English,PG-13,318759914.0,150000000
2939,2940,Waitress,2007,USA,108,English,PG-13,19067631.0,2000000
2940,2941,Walk Hard: The Dewey Cox Story,2007,USA,120,English,R,18317151.0,35000000
2941,2942,War,2007,USA,103,English,R,22466994.0,25000000
2942,2943,We Own the Night,2007,USA,117,English,R,28563179.0,21000000
2943,2944,When Did You Last See Your Father?,2007,UK,92,English,PG-13,1071240.0,8000000
2945,2946,Who's Your Caddy?,2007,USA,93,English,PG-13,5694308.0,7000000
2946,2947,Why Did I Get Married?,2007,USA,113,English,PG-13,55184721.0,15000000
2948,2949,You Kill Me,2007,USA,93,English,R,2426851.0,4000000
2949,2950,Zodiac,2007,USA,162,English,R,33048353.0,65000000
2950,2951,21,2008,USA,123,English,PG-13,81159365.0,35000000
2951,2952,27 Dresses,2008,USA,111,English,PG-13,76806312.0,30000000
2953,2954,An American Carol,2008,USA,83,English,PG-13,7001720.0,12000000
2956,2957,Australia,2008,Australia,165,English,PG-13,49551662.0,130000000
2957,2958,Baby Mama,2008,USA,99,English,PG-13,60269340.0,30000000
2958,2959,Babylon A.D.,2008,France,101,English,PG-13,22531698.0,70000000
2960,2961,Bangkok Dangerous,2008,USA,99,English,R,15279680.0,40000000
2962,2963,Be Kind Rewind,2008,UK,102,English,PG-13,11169531.0,20000000
2963,2964,Bedtime Stories,2008,USA,99,English,PG,109993847.0,80000000
2964,2965,Beverly Hills Chihuahua,2008,USA,91,English,PG,94497271.0,20000000
2965,2966,Blindness,2008,Canada,121,English,R,3073392.0,25000000
2966,2967,Body of Lies,2008,USA,128,English,R,39380442.0,70000000
2967,2968,Bolt,2008,USA,96,English,PG,114053579.0,150000000
2968,2969,Bottle Shock,2008,USA,110,English,PG-13,4040588.0,5000000
2970,2971,Burn After Reading,2008,USA,96,English,R,60338891.0,37000000
2971,2972,Cadillac Records,2008,USA,109,English,R,8134217.0,12000000
2972,2973,Call + Response,2008,USA,86,English,PG-13,215185.0,200000
2973,2974,Changeling,2008,USA,141,English,R,35707327.0,55000000
2975,2976,Choke,2008,USA,92,English,R,2926565.0,3000000
2976,2977,City of Ember,2008,USA,90,English,PG,7871693.0,55000000
2978,2979,Cloverfield,2008,USA,85,English,PG-13,80034302.0,25000000
2979,2980,College,2008,USA,94,English,R,4693919.0,6500000
2980,2981,Death Race,2008,USA,111,English,R,36064910.0,45000000
2982,2983,Delgo,2008,USA,94,English,PG,511920.0,40000000
2983,2984,Disaster Movie,2008,USA,88,English,PG-13,14174654.0,25000000
2985,2986,Donkey Punch,2008,UK,99,English,R,18378.0,900000
2986,2987,Doomsday,2008,UK,113,English,R,10955425.0,30000000
2987,2988,Doubt,2008,USA,104,English,PG-13,33422556.0,20000000
2989,2990,Drillbit Taylor,2008,USA,102,English,PG-13,32853640.0,40000000
2990,2991,Eagle Eye,2008,USA,118,English,PG-13,101111837.0,80000000
2995,2996,Fireproof,2008,USA,122,English,PG,33451479.0,500000
2996,2997,Flame and Citron,2008,Denmark,45,Danish,Not Rated,145109.0,45000000
2997,2998,Flash of Genius,2008,USA,119,English,PG-13,4234040.0,20000000
2999,3000,Fool's Gold,2008,USA,112,English,PG-13,70224196.0,70000000
3000,3001,Forgetting Sarah Marshall,2008,USA,118,English,R,62877175.0,30000000
3001,3002,Four Christmases,2008,Germany,88,English,PG-13,120136047.0,80000000
3003,3004,Frost/Nixon,2008,USA,122,English,R,18593156.0,35000000
3004,3005,Frozen River,2008,USA,97,English,R,2508841.0,1000000
3005,3006,Fuel,2008,USA,112,English,Not Rated,173783.0,2500000
3006,3007,Gangster's Paradise: Jerusalema,2008,South Africa,119,English,R,4958.0,2000000
3007,3008,Get Smart,2008,USA,110,English,PG-13,130313314.0,80000000
3008,3009,Ghost Town,2008,USA,102,English,PG-13,13214030.0,20000000
3009,3010,Good,2008,UK,92,English,R,23091.0,15000000
3011,3012,Gran Torino,2008,USA,116,English,R,148085755.0,33000000
3012,3013,Hamlet 2,2008,USA,92,English,R,4881867.0,9000000
3013,3014,Hancock,2008,USA,102,English,PG-13,227946274.0,150000000
3014,3015,Harold & Kumar Escape from Guantanamo Bay,2008,USA,102,English,R,38087366.0,12000000
3016,3017,Hellboy II: The Golden Army,2008,USA,120,English,PG-13,75754670.0,85000000
3017,3018,High School Musical 3: Senior Year,2008,USA,112,English,G,90556401.0,11000000
3018,3019,How to Lose Friends & Alienate People,2008,UK,110,English,R,2775593.0,27000000
3020,3021,In Bruges,2008,UK,107,English,R,7757130.0,15000000
3021,3022,Indiana Jones and the Kingdom of the Crystal Skull,2008,USA,122,English,PG-13,317011114.0,185000000
3022,3023,Inkheart,2008,Germany,106,English,PG,17281832.0,60000000
3023,3024,Iron Man,2008,USA,126,English,PG-13,318298180.0,140000000
3025,3026,Journey to the Center of the Earth,2008,USA,93,English,PG,101702060.0,45000000
3026,3027,Jumper,2008,USA,88,English,PG-13,80170146.0,85000000
3027,3028,Kit Kittredge: An American Girl,2008,USA,101,English,G,17655201.0,10000000
3028,3029,Kung Fu Panda,2008,USA,92,English,PG,215395021.0,130000000
3030,3031,Lakeview Terrace,2008,USA,110,English,PG-13,39263506.0,22000000
3031,3032,Leatherheads,2008,USA,114,English,PG-13,31199215.0,58000000
3032,3033,"Lovely, Still",2008,USA,90,English,PG,124720.0,5000000
3033,3034,Mad Money,2008,USA,104,English,PG-13,20668843.0,22000000
3034,3035,Madagascar: Escape 2 Africa,2008,USA,89,English,PG,179982968.0,150000000
3035,3036,Made of Honor,2008,USA,101,English,PG-13,46012734.0,40000000
3036,3037,Mamma Mia!,2008,USA,108,English,PG-13,143704210.0,52000000
3037,3038,Man on Wire,2008,UK,90,English,PG-13,2957978.0,1000000
3038,3039,Marley & Me,2008,USA,115,English,PG,143151473.0,60000000
3039,3040,Max Payne,2008,Canada,103,English,PG-13,40687294.0,35000000
3040,3041,Me and Orson Welles,2008,UK,107,English,PG-13,1186957.0,25000000
3041,3042,Meet Dave,2008,USA,90,English,PG,11802056.0,60000000
3042,3043,Meet the Spartans,2008,USA,86,English,PG-13,38232624.0,30000000
3043,3044,Milk,2008,USA,128,English,R,31838002.0,20000000
3044,3045,Miracle at St. Anna,2008,USA,160,English,R,7916887.0,45000000
3045,3046,Mirrors,2008,USA,112,English,R,30691439.0,35000000
3046,3047,My Best Friend's Girl,2008,USA,112,English,R,19151864.0,40000000
3047,3048,Never Back Down,2008,USA,110,English,PG-13,24848292.0,20000000
3048,3049,Nick and Norah's Infinite Playlist,2008,USA,90,English,PG-13,31487293.0,9000000
3049,3050,Nim's Island,2008,USA,96,English,PG,48006503.0,37000000
3051,3052,One Missed Call,2008,Japan,87,English,PG-13,26876529.0,27000000
3052,3053,Ong-bak 2,2008,Thailand,110,Thai,R,102055.0,300000000
3053,3054,Over Her Dead Body,2008,USA,95,English,PG-13,7563670.0,10000000
3055,3056,Pathology,2008,USA,95,English,R,108662.0,8000000
3056,3057,Pineapple Express,2008,USA,117,English,R,87341380.0,27000000
3057,3058,Pontypool,2008,Canada,95,English,Not Rated,3478.0,1500000
3058,3059,Ponyo,2008,Japan,101,Japanese,G,15081783.0,34000000
3059,3060,Pride and Glory,2008,USA,130,English,R,15709385.0,30000000
3060,3061,Prom Night,2008,USA,89,English,PG-13,43818159.0,20000000
3061,3062,Punisher: War Zone,2008,USA,103,English,R,7948159.0,35000000
3062,3063,Quantum of Solace,2008,UK,106,English,PG-13,168368427.0,200000000
3063,3064,Quarantine,2008,USA,89,English,R,31691811.0,12000000
3065,3066,Red Cliff,2008,China,150,Mandarin,R,626809.0,553632000
3066,3067,Redbelt,2008,USA,99,English,R,2344847.0,7000000
3067,3068,Religulous,2008,USA,101,English,R,12995673.0,2500000
3068,3069,Repo! The Genetic Opera,2008,USA,150,English,R,140244.0,8500000
3069,3070,Revolutionary Road,2008,USA,119,English,R,22877808.0,35000000
3070,3071,Righteous Kill,2008,USA,101,English,R,40076438.0,60000000
3072,3073,RocknRolla,2008,UK,114,English,R,5694401.0,18000000
3073,3074,Role Models,2008,Germany,101,English,R,67266300.0,28000000
3074,3075,Saw V,2008,USA,95,English,R,56729973.0,10800000
3075,3076,Semi-Pro,2008,USA,99,English,R,33472850.0,55000000
3076,3077,Seven Pounds,2008,USA,123,English,PG-13,69951824.0,55000000
3077,3078,Sex Drive,2008,USA,129,English,R,8396942.0,19000000
3079,3080,Shutter,2008,USA,90,English,PG-13,25926543.0,8000000
3080,3081,Sleep Dealer,2008,USA,90,Spanish,PG-13,75727.0,2500000
3081,3082,Slumdog Millionaire,2008,UK,120,English,R,141319195.0,15000000
3083,3084,Space Chimps,2008,USA,81,English,G,30105968.0,37000000
3084,3085,Speed Racer,2008,USA,135,English,PG,43929341.0,120000000
3087,3088,Step Brothers,2008,USA,106,English,R,100468793.0,65000000
3088,3089,Step Up 2: The Streets,2008,USA,98,English,PG-13,58006147.0,23000000
3089,3090,Stop-Loss,2008,USA,112,English,R,10911750.0,25000000
3090,3091,Strange Wilderness,2008,USA,87,English,R,6563357.0,20000000
3091,3092,Street Kings,2008,USA,109,English,R,26415649.0,20000000
3093,3094,Sunshine Cleaning,2008,USA,91,English,R,12055108.0,8000000
3094,3095,Superhero Movie,2008,USA,82,English,PG-13,25871834.0,35000000
3095,3096,"Surfer, Dude",2008,USA,85,English,R,36497.0,6000000
3096,3097,Swing Vote,2008,USA,120,English,PG-13,16284360.0,21000000
3097,3098,"Synecdoche, New York",2008,USA,124,English,R,3081925.0,21000000
3098,3099,Taken,2008,France,93,English,PG-13,145000989.0,25000000
3099,3100,The Baader Meinhof Complex,2008,Germany,184,German,R,476270.0,20000000
3100,3101,The Bank Job,2008,UK,111,English,R,30028592.0,20000000
3102,3103,The Boy in the Striped Pajamas,2008,UK,94,English,PG-13,9030581.0,12500000
3103,3104,The Brothers Bloom,2008,USA,114,English,PG-13,3519627.0,20000000
3104,3105,The Children of Huang Shi,2008,Australia,125,English,R,1027749.0,40000000
3105,3106,The Chronicles of Narnia: Prince Caspian,2008,USA,150,English,PG,141614023.0,225000000
3108,3109,The Curious Case of Benjamin Button,2008,USA,166,English,PG-13,127490802.0,150000000
3109,3110,The Dark Knight,2008,USA,152,English,PG-13,533316061.0,185000000
3110,3111,The Day the Earth Stood Still,2008,USA,104,English,PG-13,79363785.0,80000000
3111,3112,The Day the Earth Stood Still,2008,USA,104,English,PG-13,79363785.0,80000000
3112,3113,The Duchess,2008,UK,110,English,PG-13,13823741.0,13500000
3113,3114,The Express,2008,USA,130,English,PG,9589875.0,40000000
3114,3115,The Eye,2008,USA,92,English,PG-13,31397498.0,12000000
3115,3116,The Forbidden Kingdom,2008,USA,104,English,PG-13,25040293.0,55000000
3116,3117,"The Good, the Bad, the Weird",2008,South Korea,135,Korean,R,128486.0,10000000
3117,3118,The Happening,2008,USA,91,English,R,64505912.0,48000000
3118,3119,The Haunting of Molly Hartley,2008,USA,82,English,PG-13,13350177.0,5000000
3119,3120,The House Bunny,2008,USA,97,English,PG-13,48237389.0,25000000
3120,3121,The Hurt Locker,2008,USA,131,English,R,15700000.0,15000000
3121,3122,The Incredible Hulk,2008,USA,135,English,PG-13,134518390.0,150000000
3123,3124,The Longshots,2008,USA,94,English,PG,11508423.0,23000000
